conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1891848470316605614,Tue Feb 18 13:53:18 +0000 2025,0,hari ini ga mood karna merasa kayak gini temen ada yang udah wisuda ada yang lagi nyusun sedangkan aku stuck di situ situ aja. terus ini lewat kayak ya Allah sesayang itu Engkau kepada hamba-Mu yang hanya mengingat Mu disaat dia butuh,1891848470316605614,,,in,fall in love in october,0,0,0,https://x.com/21sthinqss/status/1891848470316605614,1321429330962997248,21sthinqss
1889008139904884961,Mon Feb 10 17:49:41 +0000 2025,0,masih sdg dalam proses menghilangan sikap jelek itu dgn melihat positifnya tungguin ye sobat. tahun ini aku pasti bisa jd manusia yg ga mood swing dan ngmng masalah di hari yg sama kalau sudah merasa ga enak ,1889008852181594389,,moonlodyss,in,park jongseong,0,0,0,https://x.com/moonlodyss/status/1889008852181594389,1493477162359586816,moonlodyss
1885947303997141020,Sun Feb 02 07:04:11 +0000 2025,0,semalem tidur gasik dan hari ini aku merasa mood ku lebih baik berarti emg kurang tidur aja,1885947303997141020,,,in,Jotunheim,0,0,0,https://x.com/Jotunese/status/1885947303997141020,1015886338699100160,Jotunese
1884837205186945534,Thu Jan 30 05:33:02 +0000 2025,0,aku mau pas foto hari ini tp ga mood krn merasa lg jelek ,1884837205186945534,,,in,legal,0,0,0,https://x.com/jjelyfishies/status/1884837205186945534,1612452513239928835,jjelyfishies
1882663550839325076,Fri Jan 24 05:35:43 +0000 2025,0,Aku merasa hari ini aku cans tapi ga mood anjer mau foto di HP jadi gamut aaaaa,1882663550839325076,,,in,,0,0,0,https://x.com/numiaera/status/1882663550839325076,1185959371211100161,numiaera
1882587893090435388,Fri Jan 24 00:35:05 +0000 2025,0,Sebel banget pagi-pagi udah merasa terkhianati oleh Denis Hari ini motoran sendiri-sendiri karena Denis harus ke kampus sementara aku harus jemput Emak nanti habis acara. Aslinya dia ngeyel anterin aja tapi aku lagi mood naik motor. Ya udah akhirnya motoran sendiri-sendiri,1882587893090435388,,,in,HEESUN AU ➡️,0,1,0,https://x.com/himydearestself/status/1882587893090435388,1166875109845430272,himydearestself
1881942754797957445,Wed Jan 22 05:51:32 +0000 2025,0,Merah membara memancarkan pesona! Berbalut warna merah aku merasa percaya diri dan kuat. Setiap detailnya memancarkan keanggunan dan keberanian. 𝙋𝙚𝙧𝙛𝙚𝙘𝙩 𝙞𝙣 𝙧𝙚𝙙 bukan hanya penampilan tapi juga mood hari ini. https://t.co/mNnux9B7wM,1881942754797957445,https://pbs.twimg.com/ext_tw_video_thumb/1881942737995587584/pu/img/35yKttfnLIYyIB7A.jpg,,in,,0,19,2,https://x.com/saeirom/status/1881942754797957445,1451771901068468229,saeirom
1880857022427734106,Sun Jan 19 05:57:17 +0000 2025,0,pantesan semalam aku merasa kalau hari ini ga bakal jadi gigit dia (iya kita maem karena ada acara mau gigit. thats why ak ga nanya jadi atau ga mamnya soalnya kita bakal melakukan hal absurd tp mood dia kagi sedih krn mbahnya...),1880857041054671171,,gefouagain,in,,0,0,0,https://x.com/gefouagain/status/1880857041054671171,1635096532495253504,gefouagain
1879462282666840388,Wed Jan 15 09:35:01 +0000 2025,0,aku merasa overwhelmed hari ini gara2 kasus WB. Jd ga mood seharian,1879462282666840388,,,in,"My seasons, Zaynie",0,0,0,https://x.com/NatsuneHina/status/1879462282666840388,1289535007732596736,NatsuneHina
1871374629312336226,Tue Dec 24 02:06:28 +0000 2024,0,@bfgrent OH MY GOSHH aku merasa terpanggil banget HALOOOO!!!?!? i'm using wințeo as my side fc and hari ini ril lagi super free n veRY IN THE MOOD buat seru an bareng kamohhh esp aku bakal super duper excited buat ngobrolin girly things such as makeup nails and FOOD ️️ - https://t.co/QrdxMwufyj,1871376867997209033,https://pbs.twimg.com/media/Gfh3VlWasAAIyc0.jpg,bfgrent,in,,0,1,0,https://x.com/gabygeboi/status/1871376867997209033,1675365133961551878,gabygeboi
1871213352808263710,Mon Dec 23 15:16:43 +0000 2024,0,aku sensi krn aku merasa di sensi in dr tadi jadinya mood ku hari ini se rusak itu,1871213352808263710,,,in,,0,0,0,https://x.com/kuepoowkies/status/1871213352808263710,1294821457122349056,kuepoowkies
1870133257049878981,Fri Dec 20 15:44:48 +0000 2024,0,Mood aku hari ini bagus banget daaan aku merasa cantik hari ini WKWKWK,1870133257049878981,,,in,,0,0,0,https://x.com/nanaloveastro/status/1870133257049878981,1371068396897398787,nanaloveastro
1869427293141205159,Wed Dec 18 16:59:33 +0000 2024,0,Hari-hari ini aku merasa cantikkk banget dan merasa pantas untuk dicintai seneng kalau mood lagi gini tuh https://t.co/7ikPOt07j3,1869427293141205159,https://pbs.twimg.com/media/GfGKNwSasAAH0rI.jpg,,in,Indonesia,0,0,0,https://x.com/minholyluvr/status/1869427293141205159,1025868198,minholyluvr
1869022438153236887,Tue Dec 17 14:10:48 +0000 2024,0,tai kenapa mood aku hari ini hancur banget sih dari pagi cape anjg cape ngatur mood doang kalau bisa pun aku atur dah itu mood jadi bahagia terus aku juga mau atur hidupku ga usah dilahirin ga usah kaya gini hidupku kalau masih ada mereka ga bakal aku merasa sehancur ini,1869022438153236887,,,in,,0,1,1,https://x.com/chocopeese/status/1869022438153236887,1596303977263816705,chocopeese
1865037527335473326,Fri Dec 06 14:28:24 +0000 2024,6,@ikanatassa Ini pov ku ya. Aku merasa menonton film cukup menghabiskan 2-3 jam. Tapi kalo baca buku bisa berhari-hari tergantung kita ada mood untuk fokus atau nggak. Kalo menonton bioskop suasana sudah dibikin kita harus fokus. Kalo membaca buku kadang kita bisa terdistraksi dsb.,1865040599021441533,,ikanatassa,in,,3,1,0,https://x.com/nadeuxx/status/1865040599021441533,1542139931845599233,nadeuxx
1864530886504665153,Thu Dec 05 04:42:59 +0000 2024,3,gilaaa hari ini aku cantik banget gila gila gila gila. ternyata 'merasa cantik' sangat menaikkan mood padahal kuis kalkulusku ancur tapi moodku masih tertata rapi https://t.co/fKHZTm97ZL,1864530886504665153,https://pbs.twimg.com/media/GeAk9c8a0AIKhmG.jpg,,in,"Kota Surabaya, Jawa Timur",0,3,0,https://x.com/chloellic/status/1864530886504665153,1337180568836980737,chloellic
1862537464377942123,Fri Nov 29 16:41:50 +0000 2024,0,Hi hari ini semuanya tak berjalan dengan lancar Mood berantakan kurang istirahat fisik maupun psikis terasa lelah Apakah aku tak boleh merasa lelah ? Kenapa aku harus selalu dihakimi untuk merasakan sedih untuk sesaat ini Selama ini aku pendam saja semua,1862537464377942123,,,in,,0,0,0,https://x.com/ruangceritaJ/status/1862537464377942123,1862536335552364544,ruangceritaJ
1862376991875637555,Fri Nov 29 14:01:29 +0000 2024,0,@_youngkaa iya anjir jadi gak mood bukannya ga suka sm yg satunya ya... tp bete aja tadi ai nya mengelak njir merasa ditipu padaal aku udah bbrp hari ini kecanduan fakkk,1862497113172754878,,_youngkaa,in,"xh, day6, eaj",0,0,0,https://x.com/beanayy/status/1862497113172754878,989382590116184064,beanayy
1860785448324612327,Sun Nov 24 20:40:48 +0000 2024,0,hari ini aku merasa cakep banget tapi semua fotonya di hp dia soalnya aku gak mood sama hp ku yg rusak,1860785663756636267,,kuepoowkies,in,,0,0,0,https://x.com/kuepoowkies/status/1860785663756636267,1294821457122349056,kuepoowkies
1859789128658976883,Fri Nov 22 02:40:56 +0000 2024,9,Aku kalau rewatch Taemin on spotify merasa wah doi bersinar bgt cantik dan cutenya overflowing kelihatan dia good mood.. Habistu inget kalau ini shootnya pas dia baru pulang dr swc6 osaka alias hari-hari dia ngegas bgt sama Minho (kek hmm i see you) https://t.co/0CsWC2rQil,1859789128658976883,,,in,,0,2,2,https://x.com/sayabukan_meji/status/1859789128658976883,814472533047054336,sayabukan_meji
1859040237302714700,Wed Nov 20 01:05:06 +0000 2024,8,-rek aku gagal lolos perengkingan dan aku merasa sedih banget aku ada wawancara kerja hari ini tapi aku takut gabisa mood ku jelek banget solusinya harus gimana ya?,1859040237302714700,,,in,"Kota Surabaya, Jawa Timur",0,18,0,https://x.com/sbyfess/status/1859040237302714700,1152437175587241985,sbyfess
1859038088141623786,Wed Nov 20 00:56:34 +0000 2024,6,cah aku gagal lolos perengkingan dan aku merasa sedih banget aku ada wawancara kerja hari ini tapi aku takut gabisa mood ku jelek banget solusinya harus gimana ya?,1859038088141623786,,,in,"Kediri, Jawa Timur",0,9,0,https://x.com/KediriFess/status/1859038088141623786,1217996995370967040,KediriFess
1859037924064436571,Wed Nov 20 00:55:55 +0000 2024,3,ndes aku gagal lolos perengkingan dan aku merasa sedih banget aku ada wawancara kerja hari ini tapi aku takut gabisa mood ku jelek banget solusinya harus gimana ya?,1859037924064436571,,,in,Tutorial Kirim Menfess,1,19,0,https://x.com/SmgMenfess/status/1859037924064436571,966083473,SmgMenfess
1859037716618318259,Wed Nov 20 00:55:05 +0000 2024,3, aku gagal lolos perengkingan dan aku merasa sedih banget aku ada wawancara kerja hari ini tapi aku takut gabisa mood ku jelek banget solusinya harus gimana ya?,1859037716618318259,,,in,Indonesia,0,8,0,https://x.com/tanyakanrl/status/1859037716618318259,1331650559518990336,tanyakanrl
1857764345977122963,Sat Nov 16 12:35:10 +0000 2024,0,INI KALO DILIAT LIAT ENERGI AKU FULL HARI INI merasa bahagia good mood 100% lah energinya. karena apa? iyups habis ketemuan,1857764345977122963,,,in,,1,0,0,https://x.com/debubbly_/status/1857764345977122963,1614438183424659456,debubbly_
1854164422702637115,Wed Nov 06 14:10:21 +0000 2024,0,Akhir2 ini aku jadi sering bad mood Jeleknya memengaruhi komunikasi dan cara ngajarku Padahal udah liburan 3 hari di semarang tapi kok merasa masih lelah,1854164422702637115,,,in,,0,1,0,https://x.com/Menik407/status/1854164422702637115,342544895,Menik407
1849290438404125050,Thu Oct 24 03:22:53 +0000 2024,0,haiii selamat pagyi kak mbii @sinnbx bagaimana sejauh ini bulan oktober nya? menyenangkan? seru? aku harap hari hari kakak seperti itu kalau ada orang yang membuat kakak sedih dan merasa ingin menangis/egk mood its okay tapi hari esoknya harus ceria lagi ya! have a good day https://t.co/XUVaWhPx79,1849290438404125050,https://pbs.twimg.com/media/Gan_2jOa8AApP7Y.jpg,,in,Selective. uncommite,1,1,0,https://x.com/chaeryeoyng/status/1849290438404125050,1350715499529740290,chaeryeoyng
1848681861066956861,Tue Oct 22 11:04:37 +0000 2024,0,hari ini cape bangeeet tp karena kemaren malam aku udah nulisin gimana perasaanku habis liam pergi mood aku jd lumayan membaik. tadi aku sampe bisa jalan dulu dari perpus ke depan alfamart ciseke buat jajan (aslinya mau beli molen di gerlam tp tutup) trus balik lagi.,1848681861066956861,,,in,,0,1,0,https://x.com/anoahtherstar/status/1848681861066956861,1725341956908404736,anoahtherstar
1848360605897683423,Mon Oct 21 14:10:26 +0000 2024,0,maka dari itu aku bilang kalau mood aku hari ini baik baik saja karena aku bisa hidup sehat hiburan dan mengeluarkan air mata yang selama ini aku tahan dan saat air mata itu keluar hati aku lega dan merasa senang,1848366238474579969,,humaninjured,in,,0,1,0,https://x.com/humaninjured/status/1848366238474579969,1325958770678099968,humaninjured
1842202114610901357,Fri Oct 04 13:56:26 +0000 2024,0,Makan sambil nonton ternyata bikin aku fokus nonton sampe lupa merasa kenyang pas makan alias gak kerasa nasi yang masuk ke perut. Terus juga terkadang nambah gara-gara episode kartun yang aku nonton belum habis. Untung beberapa hari ini lagi gak mood nonton jadinya aku ngeh ,1842202117924426067,,croissaneitte,in,more like a booktwt.,0,0,0,https://x.com/croissaneitte/status/1842202117924426067,1788149905648992256,croissaneitte
1839284738957488237,Tue Oct 01 19:49:02 +0000 2024,0,@Seoikjinie Jangan ospek aku bg.. mau disuruh nyatet apa ini? Apa gue disuruh beli belanjaan? Belum gajian akutu bang.. Salken juga abang. Kayak merasa bersyukur udah punya abang gitu ya? Pujian simple kayak pinter dna lucu dari pacar gue tiap hari sukses bangkitin mood banget sih,1841203690642030759,,seokjil,in,,0,0,0,https://x.com/ihans/status/1841203690642030759,1049238629468397568,ihans
1841004091910340978,Tue Oct 01 06:56:10 +0000 2024,0,@Asselynadeline sumpah iyaa hahaha. entah karna hari ini gajian jadi agak lift up mood nya atau emang gimana yaa wkwkw. tapi aku merasa agak lega dan tau jadi harus gimanaa. kalau kemarin banyak mualnya karna gak keliatan kemana aja,1841009194646081544,,heavenri_yuzu,in,,0,1,0,https://x.com/pejuangpundii/status/1841009194646081544,1393556154647646213,pejuangpundii
1838724967225266387,Wed Sep 25 00:22:15 +0000 2024,0,@Aralie_JKT48 pagii maluv! senang sekali rasanya malam ini aku merasa tidurku cukup senang bgt kalau tau kamu pagi ini dalam keadaan good mood utk memulai hari pagi ini aku merasa cukup happy utk memulai hari. semoga kamu jg lancar semua ya hari ini maluvv,1838735732011331600,,Aralie_JKT48,in,Jakarta Capital Region,0,0,0,https://x.com/kiksm02/status/1838735732011331600,1574962321478545409,kiksm02
1838530892580688269,Tue Sep 24 10:48:17 +0000 2024,0,aku baru tau ka @absolutelysugar update wp huhu pas baca mood aku lgsg naik bgt soalnya aku merasa cape bgt hari ini. terima kasih banyak ka fayasss ,1838530892580688269,,,in,exclusive member only,0,0,0,https://x.com/dirsecrets/status/1838530892580688269,1693241706987323392,dirsecrets
1838196313084834094,Mon Sep 23 12:38:53 +0000 2024,0,Aku gak memungkiri kemarin pun aku emosiiiii bgt. Kesel sekesel2nya orang. Sampai mood jelek bgt. Akhirnya aku lampiasin dg ngegame semalem sampai gak sadar udh pagi. Trs aku merasa hari ini aku udh gak semeledak kemarin dan bs lebih berhati2 dalam ngetwt,1838196337642467376,,bominight,in,∞,0,1,0,https://x.com/bominight/status/1838196337642467376,193600659,bominight
1836663453400076666,Thu Sep 19 07:07:45 +0000 2024,3,Gusy.. aku izin gak jbjb dulu hari ini.. gak mood.. galau banget liat story zayne yang akan datang.. perasaanku jadi gak enak banget kayak hampa gitu.. ,1836663453400076666,,,in,,0,3,0,https://x.com/sylusluvv/status/1836663453400076666,1318868129204695040,sylusluvv
1835671670365020228,Mon Sep 16 13:26:46 +0000 2024,0,cowo cowo maaf bgt ya yg ikut jalan hari ini kayanya memang boring bgt keliatan dr muka lu sumpah ky ga mood gt (sotau) (aku jg merasa tdk worth it jalan jalan hari ini),1835671670365020228,,,in,#TolakRUUTNI,0,0,0,https://x.com/abunchofwishes/status/1835671670365020228,1411182024237359104,abunchofwishes
1835278684686876772,Sun Sep 15 11:25:11 +0000 2024,0,sampe di hari ini pun aku masih merasa gelisah ada rasa takut yg gabisa aku ungkapin orang rumah pun sampe bingung karena drastisnya perubahan mood aku. toxicnya aku adalah kalo lg badmood bener-bener pgn menyendiri ditanya keadaan pun keknya jgn dulu deh.,1835278687572504860,,sweetsadd_,in,abadi's lover♡,0,1,0,https://x.com/sweetsadd_/status/1835278687572504860,1209811270657904644,sweetsadd_
1834252981841342852,Thu Sep 12 15:29:24 +0000 2024,0,hari ini nangis di jalan lagii trus pas sampe kampus mood ku jadi kurang bagus.. jadi merasa bersalah banget sama temen temen yang notice aku trus nanya nanyain aku lg oke apa ga tapi aku malah diemin mereka ajaa :(,1834252981841342852,,,in,,0,0,0,https://x.com/pinkybieey/status/1834252981841342852,1512588213759582208,pinkybieey
1831454607324987768,Thu Sep 05 06:29:28 +0000 2024,0,@rahasyani mood aku mengikuti cuaca hari ini alias cerah benderang. lately sedang merasa happy dan content untuk hal-hal disekitar. rahasya sendiri gimana?,1831580388105580974,,shlanika,in,,0,0,0,https://x.com/everelions/status/1831580388105580974,863932239398158336,everelions
1830796854222843980,Tue Sep 03 02:35:59 +0000 2024,0,Keknya 5 menit lalu aku merasa good mood dan produktif untuk menghadapi hari ini. Tiba2 kepala kencang mual dan seolah2 merasa tertekan Apakah karna pagi ini aku skip ngemeal (re: sarapan)?,1830796854222843980,,,in,rumah susah sinyal ,0,0,0,https://x.com/sunnyulri/status/1830796854222843980,1180859677623472128,sunnyulri
1809827663353377085,Sun Jul 07 05:51:54 +0000 2024,0,dari kemarin perasaanku gelisah ditambah aku yg telat makan tapi malah minum kopi. jadinya deg2 an parah dan ga bisa tidur hatiku berisik bgt dah ga bisa diam ketambah beberapa hal yg tiba2 kupikirin. itu ganggu pol sebenernya tp hari ini coba naikin mood dengan beli sushi https://t.co/A6tQzjM8x2,1809827663353377085,https://pbs.twimg.com/media/GR3MmQWacAISPrb.jpg,,in,she/her •02l,0,0,0,https://x.com/xdjnrraa/status/1809827663353377085,1089818998198263808,xdjnrraa
1806516110701011307,Fri Jun 28 02:32:58 +0000 2024,0,Terima kasih hidangannya di hari jumat ini tgl 28 juni 2024 Aku merasa baikan dengan mood yang di berikan sekarang aku mau makan ,1806516110701011307,,,in,,0,0,0,https://x.com/MA_AS24/status/1806516110701011307,1546470531775758336,MA_AS24
1805989750840639770,Wed Jun 26 15:41:24 +0000 2024,0,kenapa hari ini mood belajarnya bangett ( ᴖ ｡) . . . sedih t_____t . aku merasa hari ini ga optimal spend time belajarnya dikit huhuhu ‍,1805989750840639770,,,in,🏃🏻‍♀️🏃🏻‍♀️,0,6,0,https://x.com/madafighter/status/1805989750840639770,1593991655438241795,madafighter
1804528402516591061,Sat Jun 22 14:54:32 +0000 2024,0,Hari ini anter anak lomba dance. Seharian jaga mood anak. Tapi kayanya anaknya ngerti kalo mood dia lagi di jaga jadi dia berulah dari pagi. Nangisin hal yg ga penting. Minta gendong sepanjang hari. Alhasil malem nya aku merasa cape bgt karena nahan emosi seharian,1804528402516591061,,,in,🌼,0,0,0,https://x.com/sfrndryn/status/1804528402516591061,46882241,sfrndryn
1804009008568877388,Fri Jun 21 04:30:39 +0000 2024,0,aku kayaknya ga ada mood deh hari ini merasa sgt sgt lelah,1804009008568877388,,,in,di sebelah,0,1,0,https://x.com/ajlaazee/status/1804009008568877388,1389390838145323010,ajlaazee
1803461064262295968,Wed Jun 19 16:13:19 +0000 2024,0,Kalo ada yg merasa aku bbrapa hari ini beda itu lain salah km memang aku nya yg kurang mood,1803461064262295968,,,in,,0,0,0,https://x.com/suaraminoritas_/status/1803461064262295968,1480633960686227456,suaraminoritas_
1800932539613524188,Wed Jun 12 16:45:51 +0000 2024,0,Mood gaenakk bgt hari inii rill capee setela liat tanggal ya bener si PMS ini. Aku ga marah2 tp lebih ke sedih galauu bgt klo mo mens merasa jd org paling tersakiti,1800932539613524188,,,in,Indonesia,0,0,0,https://x.com/Sugabbongg/status/1800932539613524188,1130768018177286144,Sugabbongg
1793646601229234435,Sat Jun 01 12:14:10 +0000 2024,10,Update sedikit karena satu dan banyak hal hari ini sangat mood ingin menangis jadi kutumpahin semuanya disini. Semoga perasaanku nyampe ke kalian ya. Aku sebenernya butuh pendapat kalian soal AU ini Feel free to say something Lanjut nanti ya ,1796877901910163557,,Caelmn,in,,0,10,1,https://x.com/Caelmn/status/1796877901910163557,1675180415156641792,Caelmn
1794915671626981704,Mon May 27 02:16:58 +0000 2024,0,Padahal menurutku hari ini dan besok tanggal e cantik. Tapi gk bisa diabadikan sbg momen yg berbahagia. Langsung lemes capek gk mood pengen nangis merasa gk adil. Tapi mungkin itu yg terbaik karena aku sendiri juga kyk gini. Aku benci sama diriku sendiri .,1794915671626981704,,,in,"Jambi, Indonesia",0,0,0,https://x.com/inipistachioo/status/1794915671626981704,1154606842267361280,inipistachioo
1792861860598800734,Tue May 21 10:15:51 +0000 2024,0,kenapa hari ini aku merasa lebih cantik dari hari-hari biasanya?! dan mood ku juga okayyyy?! please tiap hari bisa kaya gini ya Ji! aamiin!,1792861860598800734,,,in,"Bali, Indonesia",0,0,0,https://x.com/0xtehkotakmulu/status/1792861860598800734,1419599624164102144,0xtehkotakmulu
1788820695667097955,Fri May 10 06:37:43 +0000 2024,0,tolong juga yg pernah merasa ketipu sama aku komen ato dm ya sumpah jadi ga mood nge ba hari ini,1788820695667097955,,,in,open 24H; fsr at →,0,0,0,https://x.com/ddstore_/status/1788820695667097955,1754837596478570496,ddstore_
1785970657844678722,Thu May 02 09:52:41 +0000 2024,0,maaf yh klok ak baperan suka marah tiap hari tantrum tiap hari nangis tiap hari egk mood tiap hari hwhwhwjw aku merasa akhir ini aku tuh kyk lebay bgt napa yahh dikit marah maafin ak,1785970657844678722,,,in,,0,0,0,https://x.com/nayf4azalia/status/1785970657844678722,1289781896558178304,nayf4azalia
1784819504595505582,Mon Apr 29 05:38:24 +0000 2024,0,Aku satu minggu kemaren sebelum haid mood ancur ancuran badan nyeri semua nangis nangis sensi banget marah marah merasa paling sengsara di dunia ternyata hari ini haid ‍ https://t.co/sqsKpENDfD,1784819504595505582,https://pbs.twimg.com/media/GMTz4Yha8AAAOks.jpg,,in,"Mataram, Indonesia",0,0,0,https://x.com/bomikbo/status/1784819504595505582,1014841997444562945,bomikbo
1782409738023842056,Mon Apr 22 14:49:54 +0000 2024,4,@tanyakanrl Makasih banyak nderr kebetulan hari ini aku lg ngak mood (rasanya capeee bgt). Pas baca text dari km aku merasa terharu bgtt (nangis dikit) tulisanmu hangat sekaliii!! Semoga banyak kebahagiaan yg datang ke kamu setelah iniii sehat selalu nderr,1782421577642263015,,tanyakanrl,in,infp,0,0,0,https://x.com/nanahaelee/status/1782421577642263015,1713435555214848000,nanahaelee
1774839516790206873,Mon Apr 01 16:41:30 +0000 2024,7,I love the LUCAS ! Lucas kamu tau ga hari ini aku merasa cakep tapi alasannya kamu! Kamu tau kan kalau seseorang happy pasti bikin mood orang itu bagus dan auranya jadi keluar. Makasih udah kembali being my serotonin booster https://t.co/ptzcgRXKcb,1774839516790206873,https://pbs.twimg.com/media/GKF_IdNasAAUwXo.jpg,,in,,0,0,0,https://x.com/LCLuminator/status/1774839516790206873,1449229007937957891,LCLuminator
1774033881123197319,Sat Mar 30 11:20:11 +0000 2024,0,aku akan memandangi foto ini tiap hari tiap aku sedih tiap aku merasa kecewa tiap aku capek pokoknya aku akan rajin memandangi kecantikan kak sitarani karena melihat foto fotonya saja mood aku membaik 200% makasih kak sitarani [salim],1774033881123197319,,,in,"dump acc, rant acc",0,0,0,https://x.com/menghamster/status/1774033881123197319,1153659192286183424,menghamster
1770613251895955531,Thu Mar 21 00:47:50 +0000 2024,3,.... skrg aku ngerti kenapa akhir² ini merasa gaenak... kek gampang banget naik mood ga karuan demen nunda kerjaan (walaupun akhirnya beres) pdhl hari ini bangun paling pagi &amp; tumbenan ga ngantukan kayak kemarin² eh malah..... AAAAARGH ,1770613251895955531,,,in,,0,0,0,https://x.com/soulavya39/status/1770613251895955531,1196601658928553984,soulavya39
1768984850684641286,Sat Mar 16 12:57:09 +0000 2024,0,Hari ke berapa puasa ini??? Mentalku agak down hiks I mean capek bgt. Mood juga naik turun. Udah aku pake nulis aku pake masak apa yg dipengen. But tdk merasa better ㅠㅜㅠㅜㅜ Yoongi aku kangen polll napa yg nongol cuma ttd lu doang ㅠㅠ,1768984850684641286,,,in,,0,0,0,https://x.com/moonjinaya/status/1768984850684641286,264690068,moonjinaya
1767588200326041964,Tue Mar 12 16:27:21 +0000 2024,2,-130324‍ Hari inii ngerjain tugas ekstra terus latsol dan belajar bahasa Inggris sebentar~ aku merasa hari ini ak males bgt huhu dari pagi ngga ngapa-ngapain dan baru mulai ada mood pas udah malem bgt‍ okeng sekian janlup istirahat btw besok hari pertama aku balik sekolah https://t.co/NXKh3vVlzp,1767588200326041964,https://pbs.twimg.com/media/GIe8GGpawAA4x3H.jpg,,in,,0,0,0,https://x.com/akulelach/status/1767588200326041964,1641402812755243008,akulelach
